Chromosome	ORF	Promoter	UTR5	Start	End	UTR3	Terminator	End to end?	Tail to Tail?
chrXIV	YNL033W	Not available 	Not available 	573000	573854	Not available 	Not available 	0	1
chrXIV	YNL032W	Not available 	129	574507	575352	265	0	1	0
chrXIV	YNL031C	474	25	576051	575641	227	0	1	0
chrXIV	YNL030W	394	56	576728	577039	178	Not available 	1	0
chrXIV	YNL028W	Not available 	Not available 	578680	578997	Not available 	Not available 	0	1
chrXIV	YNL029C	Not available 	Not available 	578774	577206	39	72	1	1
chrXIV	YNL027W	Not available 	172	579581	581617	87	201	0	0
chrXIV	YNL026W	201	16	581921	583375	124	757	1	0
chrXIV	YNL025C	1003	65	585292	584321	56	874	1	0
chrXIV	YNL024C-A	118	71	586821	586603	243	1003	0	0
chrXIV	YNL024C	232	10	587848	587108	98	118	0	1
chrXIV	YNL023C	159	39	591161	588264	174	232	0	0
chrXIV	YNL022C	97	10	592900	591428	69	159	0	1
chrXIV	YNL021W	187	72	593228	595348	221	17	1	1
chrXIV	YNL020C	Not available 	38	597540	595624	129	75	1	1
chrXIV	YNL019C	Not available 	Not available 	599231	598377	Not available 	Not available 	0	0
chrXIV	YNL018C	Not available 	Not available 	601775	599937	Not available 	Not available 	0	1
chrXIV	YNL017C	Not available 	Not available 	602477	602139	Not available 	Not available 	0	1
chrXIV	YNL016W	Not available 	153	602908	604269	495	588	0	0
chrXIV	YNL015W	588	33	605385	605612	102	Not available 	0	1
chrXIV	YNL014W	Not available 	Not available 	606320	609454	Not available 	Not available 	1	1
chrXIV	YNL013C	Not available 	Not available 	609511	609134	Not available 	Not available 	1	1
chrXIV	YNL012W	Not available 	203	609687	611666	169	0	1	1
chrXIV	YNL011C	88	276	613171	611837	60	0	1	1
chrXIV	YNL010W	365	40	613636	614361	101	Not available 	0	1
chrXIV	YNL009W	Not available 	Not available 	614822	616084	Not available 	Not available 	1	1
chrXIV	YNL008C	Not available 	Not available 	618221	616212	Not available 	Not available 	1	0
chrXIV	YNL007C	201	121	619567	618509	33	Not available 	0	1
chrXIV	YNL006W	441	28	620069	620980	180	109	1	0
chrXIV	YNL005C	310	46	622430	621315	77	230	1	0
chrXIV	YNL004W	393	17	622917	624623	131	183	1	0
chrXIV	YNL003C	257	40	625831	624977	165	172	1	1
chrXIV	YNL002C	212	29	627144	626176	48	257	0	0
chrXIV	YNL001W	202	64	627458	628618	73	829	1	0
chrXIV	YNR001C	Not available 	104	631063	629624	100	842	1	1
chrXIV	YNR001W-A	Not available 	Not available 	631265	631483	Not available 	Not available 	1	1
chrXIV	YNR002C	Not available 	Not available 	633858	633010	180	Not available 	1	1
chrXIV	YNR003W-A	Not available 	Not available 	634422	634520	Not available 	Not available 	0	0
chrXIV	YNR003C	260	26	635299	634346	75	Not available 	1	1
chrXIV	YNR004W	Not available 	107	635945	636385	360	Not available 	1	0
chrXIV	YNR006W	Not available 	31	636988	638856	188	105	1	1
chrXIV	YNR005C	Not available 	Not available 	637337	636933	Not available 	Not available 	1	0
chrXIV	YNR007C	97	35	640116	639184	1125	0	1	0
chrXIV	YNR008W	0	41	640398	642383	150	12	0	0
chrXIV	YNR009W	12	147	642692	643441	155	126	0	1
chrXIV	YNR010W	126	24	643746	644195	86	0	1	-1
chrXIV	YNR011C	301	100	646952	644322	4	99	1	1
chrXIV	YNR012W	385	93	647434	648939	81	0	1	1
chrXIV	YNR013C	562	35	651714	649030	79	0	1	1
chrXIV	YNR014W	494	180	652467	653105	156	119	0	0
chrXIV	YNR015W	119	9	653389	654543	39	0	1	1
chrXIV	YNR016C	854	545	661376	654675	80	43	1	1
chrXIV	YNR017W	1250	209	662915	663583	140	504	0	0
chrXIV	YNR018W	504	45	664272	664946	123	247	0	0
chrXIV	YNR019W	247	25	665341	667269	92	7	1	1
chrXIV	YNR020C	0	44	668224	667412	86	32	1	1
chrXIV	YNR021W	48	21	668379	669593	186	0	1	0
chrXIV	YNR022C	132	21	670195	669776	88	74	1	0
chrXIV	YNR023W	112	25	670420	672120	72	142	0	1
chrXIV	YNR024W	142	77	672411	672971	66	Not available 	1	0
chrXIV	YNR025C	Not available 	Not available 	673063	672704	Not available 	Not available 	1	0
chrXIV	YNR026C	0	59	674691	673276	272	Not available 	0	1
chrXIV	YNR027W	0	33	674925	675878	248	Not available 	0	1
chrXIV	YNR028W	Not available 	Not available 	676179	677105	92	0	1	1
chrXIV	YNR029C	133	29	678490	677201	61	Not available 	1	0
chrXIV	YNR030W	180	70	678801	680456	149	0	1	0
chrXIV	YNR031C	428	98	685435	680696	161	9	1	0
chrXIV	YNR032W	338	78	686012	687118	51	47	1	0
chrXIV	YNR032C-A	88	29	687466	687245	78	0	1	0
chrXIV	YNR033W	55	38	687637	690000	54	192	0	0
chrXIV	YNR034W	192	77	690323	691288	237	991	0	1
chrXIV	YNR034W-A	991	47	692563	692859	103	38	1	1
chrXIV	YNR035C	155	21	694049	693021	46	69	1	0
chrXIV	YNR036C	131	9	694824	694363	138	155	0	0
chrXIV	YNR037C	102	17	695329	695054	90	131	0	0
chrXIV	YNR038W	165	13	695597	697486	149	0	1	0
chrXIV	YNR039C	154	48	699433	697616	691	0	1	1
chrXIV	YNR040W	0	27	699692	700462	57	0	1	0
chrXIV	YNR042W	Not available 	Not available 	701240	701668	Not available 	Not available 	0	1
chrXIV	YNR041C	Not available 	26	701661	700543	20	34	1	0
chrXIV	YNR043W	Not available 	14	701897	703087	143	440	0	1
chrXIV	YNR044W	440	31	703701	705878	66	90	0	0
chrXIV	YNR045W	90	107	706141	707610	40	102	0	0
chrXIV	YNR046W	102	38	707790	708197	114	159	0	1
chrXIV	YNR047W	159	55	708525	711206	57	0	0	1
chrXIV	YNR048W	0	412	711632	712813	189	0	1	0
chrXIV	YNR049C	266	39	713657	713025	113	0	1	0
chrXIV	YNR050C	1272	106	715390	714050	88	266	0	0
chrXIV	YNR051C	274	712	718329	716782	14	1272	0	1
chrXIV	YNR052C	288	96	720649	719348	33	274	0	1
chrXIV	YNR053C	177	32	723113	721122	89	288	0	1
chrXIV	YNR054C	4017	24	724307	723357	35	177	0	1
chrXIV	YNR055C	Not available 	241	730187	728427	79	4017	0	1
chrXIV	YNR056C	Not available 	Not available 	733303	731618	Not available 	Not available 	0	1
chrXIV	YNR057C	Not available 	Not available 	734069	733356	101	Not available 	0	1
chrXIV	YNR058W	Not available 	Not available 	734291	735733	21	1001	0	1
chrXIV	YNR059W	1001	48	736803	738545	70	1311	0	1
chrXIV	YNR060W	1311	25	739951	742110	69	614	1	0
chrXIV	YNR061C	Not available 	88	743540	742881	285	461	1	0
chrXIV	YNR062C	Not available 	Not available 	745343	744360	Not available 	Not available 	0	1
chrXIV	YNR063W	Not available 	Not available 	746943	748766	Not available 	Not available 	1	0
chrXIV	YNR064C	Not available 	Not available 	750008	749136	57	Not available 	1	0
chrXIV	YNR065C	Not available 	41	753700	750350	56	Not available 	0	0
chrXIV	YNR066C	Not available 	Not available 	755035	753725	Not available 	Not available 	0	1
chrXIV	YNR067C	682	47	759099	755746	82	Not available 	0	0
chrXIV	YNR068C	Not available 	72	760885	760067	239	682	0	0
chrXIV	YNR069C	Not available 	Not available 	762592	761123	Not available 	Not available 	0	0
chrXIV	YNR070W	Not available 	Not available 	765375	769376	694	Not available 	1	0
chrXIV	YNR071C	Not available 	Not available 	771468	770440	Not available 	Not available 	1	0
chrXIV	YNR072W	Not available 	Not available 	772657	774351	Not available 	Not available 	1	0
chrXIV	YNR073C	Not available 	Not available 	776300	774792	Not available 	Not available 	1	0
chrXIV	YNR074C	Not available 	137	778738	777602	69	Not available 	0	0
chrXIV	YNR075W	Not available 	Not available 	779916	781040	Not available 	Not available 	1	0
chrXIV	YNR075C-A	Not available 	Not available 	781603	781511	Not available 	Not available 	1	0
chrXIV	YNR076W	Not available 	Not available 	781918	782280	Not available 	Not available 	1	0
chrXIV	YNR077C	Not available 	Not available 	783541	783287	Not available 	Not available 	1	0
chrXV	YOL166W-A	Not available 	Not available 	585	740	Not available 	Not available 	1	1
chrXV	YOL166C	Not available 	Not available 	1338	1000	Not available 	Not available 	1	0
chrXV	YOL165C	Not available 	Not available 	2078	1647	Not available 	Not available 	0	0
chrXV	YOL164W-A	Not available 	67	4130	4312	403	1404	0	1
chrXV	YOL164W	1404	56	6175	8115	414	930	0	0
chrXV	YOL163W	930	137	9596	10105	352	Not available 	0	0
chrXV	YOL162W	Not available 	Not available 	10118	10765	Not available 	Not available 	1	1
chrXV	YOL161C	Not available 	Not available 	11910	11548	Not available 	Not available 	1	0
chrXV	YOL160W	Not available 	Not available 	14312	14653	Not available 	Not available 	1	1
chrXV	YOL159C-A	1657	108	15504	15232	504	Not available 	1	1
chrXV	YOL159C	1520	48	17795	17280	11	1657	0	1
chrXV	YOL158C	Not available 	23	21310	19490	127	1520	0	1
chrXV	YOL157C	Not available 	Not available 	24293	22524	Not available 	Not available 	0	0
chrXV	YOL156W	Not available 	Not available 	25272	26975	Not available 	Not available 	0	0
chrXV	YOL155W-A	Not available 	Not available 	27083	27217	Not available 	Not available 	1	1
chrXV	YOL155C	Not available 	Not available 	31605	28702	Not available 	Not available 	1	0
chrXV	YOL154W	Not available 	275	34657	35406	70	5078	0	1
chrXV	YOL152W	5078	193	40747	42609	106	907	0	1
chrXV	YOL151W	907	71	43693	44721	18	Not available 	1	1
chrXV	YOL150C	Not available 	Not available 	44783	44472	Not available 	Not available 	1	0
chrXV	YOL149W	Not available 	28	44937	45632	65	22	1	0
chrXV	YOL148C	192	40	47573	45759	21	78	1	0
chrXV	YOL147C	89	73	48642	47932	127	192	0	1
chrXV	YOL146W	68	26	48863	49447	59	0	1	1
chrXV	YOL145C	219	50	52787	49554	95	0	1	1
chrXV	YOL144W	136	79	53097	54551	41	0	1	0
chrXV	YOL143C	355	48	55103	54594	50	0	1	0
chrXV	YOL142W	381	23	55557	56279	51	Not available 	0	1
chrXV	YOL141W	Not available 	Not available 	56451	58538	Not available 	Not available 	0	0
chrXV	YOL140W	Not available 	6	58759	60030	60	230	1	0
chrXV	YOL139C	189	63	61024	60383	92	255	1	1
chrXV	YOL138C	0	64	65350	61325	49	189	0	0
chrXV	YOL137W	40	182	65621	67114	1299	0	1	0
chrXV	YOL136C	381	206	68754	67561	307	0	1	1
chrXV	YOL135C	Not available 	41	70044	69376	35	381	0	0
chrXV	YOL133W	Not available 	Not available 	70325	70690	287	Not available 	0	0
chrXV	YOL134C	Not available 	Not available 	70545	70156	Not available 	Not available 	0	1
chrXV	YOL132W	Not available 	Not available 	71300	72715	0	Not available 	0	0
chrXV	YOL131W	Not available 	Not available 	73031	73357	Not available 	Not available 	0	0
chrXV	YOL130W	Not available 	155	74400	76979	356	195	0	1
chrXV	YOL129W	195	30	77560	78114	149	21	1	1
chrXV	YOL128C	720	68	79479	78352	134	74	1	0
chrXV	YOL127W	722	13	80348	81190	81	346	1	1
chrXV	YOL126C	732	170	82920	81787	210	374	1	0
chrXV	YOL125W	633	71	83834	85264	12	147	1	0
chrXV	YOL124C	928	33	86757	85456	55	66	1	1
chrXV	YOL123W	672	360	87844	89448	126	32	1	1
chrXV	YOL122C	467	86	91419	89692	199	0	1	0
chrXV	YOL121C	426	48	92850	92026	54	467	0	0
chrXV	YOL120C	315	19	94402	93395	71	426	0	1
chrXV	YOL119C	Not available 	25	96361	94856	120	315	0	0
chrXV	YOL118C	Not available 	Not available 	96916	96608	Not available 	Not available 	0	0
chrXV	YOL117W	Not available 	Not available 	97551	99488	Not available 	Not available 	0	0
chrXV	YOL116W	Not available 	132	99809	100957	412	Not available 	0	0
chrXV	YOL115W	Not available 	Not available 	101475	103229	Not available 	Not available 	1	1
chrXV	YOL114C	296	7	103925	103317	14	Not available 	1	0
chrXV	YOL113W	340	47	104326	106293	98	171	0	0
chrXV	YOL112W	171	148	106710	108188	100	0	1	0
chrXV	YOL111C	11	136	108896	108258	30	0	1	0
chrXV	YOL110W	199	51	109176	109889	133	236	0	0
chrXV	YOL109W	236	39	110297	110638	156	605	1	1
chrXV	YOL108C	134	32	111886	111431	205	549	1	1
chrXV	YOL107W	0	67	112102	113130	50	Not available 	0	1
chrXV	YOL106W	Not available 	Not available 	113226	113579	0	296	1	1
chrXV	YOL105C	226	263	115808	114138	129	Not available 	1	0
chrXV	YOL104C	6176	224	117454	116396	99	226	0	1
chrXV	YOL103W	6242	206	124001	125830	147	0	1	1
chrXV	YOL102C	194	45	126689	125997	96	0	1	0
chrXV	YOL101C	1230	40	127920	126982	54	194	0	0
chrXV	YOL100W	1055	208	129237	132482	47	Not available 	1	0
chrXV	YOL099C	Not available 	Not available 	132508	132017	Not available 	Not available 	1	1
chrXV	YOL098C	0	75	135838	132725	245	Not available 	0	0
chrXV	YOL097W-A	0	221	136220	136405	367	0	1	1
chrXV	YOL097C	164	26	137825	136527	113	0	1	1
chrXV	YOL096C	93	31	139045	138107	92	164	0	1
chrXV	YOL095C	Not available 	Not available 	141347	139227	58	93	0	0
chrXV	YOL094C	196	6	142555	141584	48	Not available 	0	1
chrXV	YOL093W	180	32	142815	143696	58	428	0	1
chrXV	YOL092W	428	22	144204	145130	43	Not available 	0	1
chrXV	YOL091W	Not available 	Not available 	145334	147163	Not available 	Not available 	0	0
chrXV	YOL090W	Not available 	46	147382	150276	69	0	1	0
chrXV	YOL089C	216	83	153490	150398	93	0	1	1
chrXV	YOL088C	360	76	154745	153912	123	216	0	0
chrXV	YOL087C	252	250	158637	155287	106	360	0	0
chrXV	YOL086W-A	393	37	159173	159445	34	30	1	1
chrXV	YOL086C	Not available 	39	160594	159548	68	0	1	0
chrXV	YOL085W-A	Not available 	Not available 	161579	161791	Not available 	Not available 	1	0
chrXV	YOL085C	Not available 	Not available 	162014	161673	Not available 	Not available 	1	0
chrXV	YOL084W	Not available 	Not available 	162356	165331	Not available 	Not available 	0	1
chrXV	YOL083W	Not available 	92	165714	166952	86	Not available 	1	0
chrXV	YOL083C-A	Not available 	Not available 	166601	166461	Not available 	Not available 	1	1
chrXV	YOL082W	Not available 	147	168727	169974	66	815	0	1
chrXV	YOL081W	815	215	171070	180309	66	Not available 	1	0
chrXV	YOL079W	Not available 	Not available 	181057	181455	4	184	0	1
chrXV	YOL080C	Not available 	Not available 	181427	180558	147	0	1	1
chrXV	YOL078W	184	39	181682	185212	25	166	0	1
chrXV	YOL077W-A	166	35	185438	185644	103	55	1	1
chrXV	YOL077C	255	46	186723	185848	49	120	1	0
chrXV	YOL076W	226	26	187024	189414	0	219	1	1
chrXV	YOL075C	214	25	193542	189658	196	22	1	0
chrXV	YOL073C	43	28	194800	193832	51	214	0	0
chrXV	YOL072W	96	23	194970	196337	99	66	0	0
chrXV	YOL071W	66	5	196507	196995	175	40	1	1
chrXV	YOL070C	Not available 	10	198725	197220	144	76	1	0
chrXV	YOL069W	Not available 	Not available 	198942	200297	Not available 	Not available 	1	1
chrXV	YOL068C	Not available 	Not available 	201879	200368	192	Not available 	1	1
chrXV	YOL067C	78	60	202518	201985	1002	Not available 	0	1
chrXV	YOL066C	217	29	204471	202696	40	78	0	1
chrXV	YOL065C	116	28	205885	204731	14	217	0	0
chrXV	YOL064C	169	16	207176	206103	74	116	0	0
chrXV	YOL063C	152	35	210265	207392	31	169	0	0
chrXV	YOL062C	0	187	211995	210520	68	152	0	0
chrXV	YOL061W	116	65	212244	213734	129	54	1	1
chrXV	YOL060C	641	100	216137	214017	257	0	1	1
chrXV	YOL059W	502	230	217126	218448	248	441	0	0
chrXV	YOL058W	441	73	219210	220472	131	108	0	1
chrXV	YOL057W	108	55	220766	222901	108	198	0	0
chrXV	YOL056W	198	60	223267	224178	220	0	1	1
chrXV	YOL055C	2242	84	226074	224419	203	0	1	1
chrXV	YOL054W	2294	42	228613	229833	213	Not available 	0	0
chrXV	YOL053W	Not available 	Not available 	230084	231271	114	150	1	0
chrXV	YOL052C-A	550	34	231754	231569	244	Not available 	1	1
chrXV	YOL052C	Not available 	53	233635	232445	107	550	0	1
chrXV	YOL051W	Not available 	Not available 	234939	238184	Not available 	Not available 	1	1
chrXV	YOL050C	Not available 	Not available 	238201	237881	Not available 	Not available 	1	0
chrXV	YOL049W	Not available 	43	238618	240093	112	0	1	1
chrXV	YOL048C	106	66	241309	240203	49	18	1	1
chrXV	YOL047C	Not available 	Not available 	242746	241613	132	106	0	0
chrXV	YOL045W	Not available 	Not available 	243496	246801	130	164	0	0
chrXV	YOL046C	Not available 	Not available 	244139	243465	39	Not available 	0	0
chrXV	YOL044W	164	54	247149	248300	70	0	1	0
chrXV	YOL043C	0	84	249533	248391	155	0	1	1
chrXV	YOL042W	90	46	249824	250915	305	0	1	0
chrXV	YOL041C	388	48	252645	251266	83	222	1	0
chrXV	YOL040C	460	33	253576	253148	67	388	0	1
chrXV	YOL039W	556	97	254296	254616	227	17	1	0
chrXV	YOL038C-A	183	65	255020	254925	199	13	1	1
chrXV	YOL038W	84	33	255336	256100	68	Not available 	1	1
chrXV	YOL036W	0	388	256744	259029	141	Not available 	1	1
chrXV	YOL037C	Not available 	Not available 	257018	256665	136	396	1	1
chrXV	YOL035C	Not available 	Not available 	259104	258802	Not available 	Not available 	1	1
chrXV	YOL034W	Not available 	74	259924	263205	63	180	0	0
chrXV	YOL033W	180	28	263476	265086	114	167	0	1
chrXV	YOL032W	167	63	265430	266170	70	0	1	1
chrXV	YOL031C	451	63	267530	266265	23	9	1	1
chrXV	YOL030W	559	76	268188	269642	144	0	1	1
chrXV	YOL029C	0	44	270421	269816	64	34	1	1
chrXV	YOL028C	262	210	271371	270634	483	0	0	1
chrXV	YOL027C	180	42	273725	272004	161	262	0	1
chrXV	YOL026C	532	24	274354	274013	66	180	0	0
chrXV	YOL025W	489	49	274958	276940	48	Not available 	0	0
chrXV	YOL024W	Not available 	Not available 	277087	277605	Not available 	Not available 	0	0
chrXV	YOL023W	Not available 	159	278057	280087	281	0	1	1
chrXV	YOL022C	815	18	281499	280273	85	0	1	1
chrXV	YOL021C	598	29	285427	282422	90	815	0	1
chrXV	YOL020W	545	111	286173	287951	119	Not available 	0	1
chrXV	YOL019W-A	Not available 	Not available 	288421	288573	Not available 	Not available 	0	0
chrXV	YOL019W	Not available 	143	288899	290554	224	38	1	1
chrXV	YOL018C	286	66	292075	290882	159	26	1	0
chrXV	YOL017W	213	83	292530	294674	103	0	1	0
chrXV	YOL016C	792	35	296121	294778	99	0	1	1
chrXV	YOL015W	847	12	297079	298839	131	568	0	1
chrXV	YOL014W	568	156	299694	300068	124	Not available 	0	1
chrXV	YOL013W-B	Not available 	Not available 	300691	300981	Not available 	Not available 	0	1
chrXV	YOL013W-A	Not available 	35	301048	301239	88	0	1	1
chrXV	YOL013C	260	150	303036	301381	127	0	1	0
chrXV	YOL012C	1235	96	303984	303580	134	260	0	1
chrXV	YOL011W	1067	165	305350	307410	35	427	0	0
chrXV	YOL010W	427	67	307939	309042	101	0	1	0
chrXV	YOL009C	0	196	310140	309325	36	180	1	0
chrXV	YOL008W	103	34	310313	310936	131	210	1	1
chrXV	YOL007C	519	66	312368	311343	336	37	1	0
chrXV	YOL006C	273	127	315388	313079	126	519	0	0
chrXV	YOL005C	618	27	316176	315814	26	273	0	1
chrXV	YOL004W	534	203	316939	321549	118	158	1	1
chrXV	YOL003C	340	34	322995	321859	91	16	1	0
chrXV	YOL002C	597	53	324365	323412	43	340	0	1
chrXV	YOL001W	479	363	325250	326131	235	452	0	0
chrXV	YOR001W	452	15	326833	329034	85	259	0	1
chrXV	YOR002W	259	40	329418	331052	79	147	0	1
chrXV	YOR003W	147	178	331456	332892	172	479	0	0
chrXV	YOR004W	479	50	333593	334357	143	0	1	0
chrXV	YOR005C	120	176	337344	334510	110	0	1	1
chrXV	YOR006C	Not available 	Not available 	338622	337681	41	120	0	0
chrXV	YOR007C	977	40	339979	338939	73	Not available 	0	0
chrXV	YOR008C	Not available 	211	342415	341279	283	977	0	0
chrXV	YOR008C-A	Not available 	Not available 	343082	342858	Not available 	Not available 	0	0
chrXV	YOR008W-B	Not available 	Not available 	343929	344030	Not available 	Not available 	0	1
chrXV	YOR009W	Not available 	Not available 	344335	345798	133	0	1	1
chrXV	YOR010C	Not available 	341	346950	346195	58	Not available 	1	0
chrXV	YOR011W	Not available 	Not available 	349679	353863	Not available 	Not available 	0	0
chrXV	YOR011W-A	Not available 	Not available 	355652	355858	Not available 	Not available 	0	1
chrXV	YOR012W	Not available 	Not available 	356543	356956	Not available 	Not available 	0	1
chrXV	YOR013W	Not available 	Not available 	356751	357221	67	151	0	0
chrXV	YOR014W	151	235	357674	359947	84	Not available 	0	0
chrXV	YOR015W	Not available 	Not available 	359993	360352	25	0	1	1
chrXV	YOR016C	86	87	361084	360461	121	Not available 	1	0
chrXV	YOR017W	174	33	361412	363814	155	352	0	0
chrXV	YOR018W	352	48	364369	366882	141	1057	0	1
chrXV	YOR019W	1057	47	368127	370319	140	41	1	0
chrXV	YOR020C	644	24	370844	370524	79	79	1	1
chrXV	YOR020W-A	657	105	371685	371957	173	648	1	0
chrXV	YOR021C	137	20	373439	372798	133	603	1	1
chrXV	YOR022C	52	74	375857	373710	114	137	0	1
chrXV	YOR023C	Not available 	64	377712	376012	29	52	0	1
chrXV	YOR024W	Not available 	Not available 	377847	378170	Not available 	Not available 	0	0
chrXV	YOR025W	Not available 	43	378219	379562	149	Not available 	0	1
chrXV	YOR026W	Not available 	Not available 	379781	380806	40	22	0	0
chrXV	YOR027W	22	185	381053	382822	90	Not available 	1	0
chrXV	YOR028C	Not available 	Not available 	384420	383533	Not available 	Not available 	1	0
chrXV	YOR029W	Not available 	Not available 	384600	384935	Not available 	Not available 	0	0
chrXV	YOR030W	Not available 	Not available 	386825	388684	Not available 	Not available 	0	1
chrXV	YOR031W	Not available 	66	389213	389422	99	Not available 	1	0
chrXV	YOR032C	Not available 	Not available 	391075	389771	Not available 	Not available 	1	1
chrXV	YOR032W-A	Not available 	Not available 	392176	392376	Not available 	Not available 	1	1
chrXV	YOR033C	80	132	394524	392416	0	Not available 	1	0
chrXV	YOR034C	Not available 	Not available 	397086	394837	101	80	0	0
chrXV	YOR034C-A	Not available 	Not available 	397668	397426	Not available 	Not available 	0	0
chrXV	YOR035C	Not available 	Not available 	400104	397735	186	Not available 	0	0
chrXV	YOR036W	40	18	400348	401214	71	246	0	1
chrXV	YOR037W	246	24	401555	402655	104	0	1	1
chrXV	YOR038C	82	39	405388	402761	79	3	1	0
chrXV	YOR039W	206	95	405768	406544	259	245	0	0
chrXV	YOR040W	245	16	407064	407921	201	Not available 	1	0
chrXV	YOR042W	Not available 	Not available 	408425	409660	51	1089	0	1
chrXV	YOR041C	Not available 	Not available 	408789	408358	35	386	1	0
chrXV	YOR043W	1089	70	410870	412330	142	288	0	1
chrXV	YOR044W	288	247	413007	413480	166	170	0	1
chrXV	YOR045W	170	36	413852	414037	157	233	1	-1
chrXV	YOR046C	280	33	415908	414460	52	335	1	1
chrXV	YOR047C	790	89	417682	416348	127	280	0	1
chrXV	YOR048C	858	30	421651	418631	70	790	0	1
chrXV	YOR049C	Not available 	282	423733	422669	130	858	0	0
chrXV	YOR050C	Not available 	Not available 	424619	424272	Not available 	Not available 	0	0
chrXV	YOR051C	380	52	426086	424848	146	Not available 	0	0
chrXV	YOR052C	0	105	427226	426774	256	380	0	1
chrXV	YOR053W	278	59	427819	428160	625	0	1	0
chrXV	YOR055W	Not available 	Not available 	429480	429914	Not available 	Not available 	1	1
chrXV	YOR054C	Not available 	142	429859	427835	54	0	1	0
chrXV	YOR056C	235	55	431628	430249	7	Not available 	1	1
chrXV	YOR057W	485	68	432188	433375	270	0	1	1
chrXV	YOR058C	2331	176	436347	433690	67	180	1	1
chrXV	YOR059C	Not available 	Not available 	440260	438908	54	2331	0	1
chrXV	YOR060C	123	43	441165	440392	1335	Not available 	0	0
chrXV	YOR061W	0	134	441536	442555	205	0	1	1
chrXV	YOR062C	1009	26	443533	442727	79	0	1	0
chrXV	YOR063W	1052	24	444688	445851	120	14	1	0
chrXV	YOR064C	277	96	446740	446081	177	29	1	0
chrXV	YOR065W	235	289	447441	448370	328	727	0	1
chrXV	YOR066W	727	13	449438	451327	231	138	1	0
chrXV	YOR067C	Not available 	35	453464	451731	38	353	1	0
chrXV	YOR069W	200	68	453770	455797	116	Not available 	1	1
chrXV	YOR068C	Not available 	Not available 	454215	453871	Not available 	Not available 	0	1
chrXV	YOR070C	Not available 	175	457822	455909	78	0	1	1
chrXV	YOR071C	Not available 	Not available 	461278	459482	Not available 	Not available 	0	1
chrXV	YOR072W	Not available 	Not available 	461504	461818	Not available 	Not available 	0	0
chrXV	YOR072W-A	Not available 	Not available 	461793	462041	Not available 	Not available 	0	0
chrXV	YOR072W-B	Not available 	Not available 	464471	464632	Not available 	Not available 	0	1
chrXV	YOR073W	Not available 	Not available 	464773	466545	Not available 	Not available 	1	0
chrXV	YOR073W-A	Not available 	Not available 	467392	467625	26	530	0	1
chrXV	YOR074C	Not available 	Not available 	467591	466677	100	Not available 	1	1
chrXV	YOR075W	530	33	468214	469254	55	Not available 	1	0
chrXV	YOR076C	Not available 	Not available 	471622	469379	Not available 	Not available 	1	1
chrXV	YOR077W	Not available 	39	471901	472599	617	0	0	1
chrXV	YOR078W	0	90	472727	473371	59	0	1	0
chrXV	YOR079C	0	61	474418	473477	104	0	1	1
chrXV	YOR080W	Not available 	Not available 	474554	476794	144	0	1	0
chrXV	YOR081C	48	45	479190	476941	67	Not available 	1	0
chrXV	YOR083W	Not available 	Not available 	479535	480422	Not available 	Not available 	0	0
chrXV	YOR082C	Not available 	Not available 	479639	479298	15	48	0	0
chrXV	YOR084W	Not available 	100	480589	481752	59	172	0	0
chrXV	YOR085W	172	52	482035	483087	278	0	1	1
chrXV	YOR086C	729	181	486781	483221	116	0	1	1
chrXV	YOR087W	730	82	487709	489736	18	400	1	1
chrXV	YOR089C	132	44	490830	490198	22	358	1	0
chrXV	YOR090C	357	168	492843	491125	119	132	0	0
chrXV	YOR091W	410	62	493434	494471	66	245	0	1
chrXV	YOR092W	245	346	495128	496969	185	309	1	1
chrXV	YOR093C	130	44	502453	497507	26	166	1	0
chrXV	YOR094W	220	97	502796	503347	169	0	1	0
chrXV	YOR095C	1316	58	504329	503553	160	0	1	0
chrXV	YOR096W	1276	30	505795	506768	92	66	1	1
chrXV	YOR097C	313	53	507506	506979	585	0	1	1
chrXV	YOR098C	505	54	511179	507949	77	313	0	1
chrXV	YOR099W	501	69	511826	513007	88	Not available 	1	0
chrXV	YOR100C	Not available 	Not available 	514279	513296	Not available 	Not available 	1	1
chrXV	YOR101W	Not available 	86	515245	516174	211	Not available 	0	0
chrXV	YOR102W	Not available 	Not available 	516424	516774	Not available 	Not available 	1	0
chrXV	YOR103C	Not available 	45	516842	516450	65	Not available 	1	1
chrXV	YOR104W	Not available 	Not available 	517643	518491	Not available 	Not available 	0	1
chrXV	YOR105W	Not available 	Not available 	518196	518522	67	485	0	0
chrXV	YOR106W	485	48	519122	519973	94	1017	0	0
chrXV	YOR107W	1017	270	521354	522283	325	343	0	0
chrXV	YOR108W	343	77	523028	524842	106	Not available 	1	1
chrXV	YOR108C-A	Not available 	Not available 	524815	524606	Not available 	Not available 	1	1
chrXV	YOR109W	Not available 	92	525279	528602	71	211	0	0
chrXV	YOR110W	211	58	528942	530249	47	103	0	1
chrXV	YOR111W	103	31	530430	531128	312	0	0	0
chrXV	YOR112W	0	182	531509	533794	66	121	0	1
chrXV	YOR113W	121	95	534076	536820	303	399	0	1
chrXV	YOR114W	399	49	537571	538455	199	0	1	1
chrXV	YOR115C	148	52	539466	538660	78	78	1	0
chrXV	YOR116C	501	246	544146	539764	98	148	0	0
chrXV	YOR117W	723	63	545030	546334	137	349	0	0
